,mondoid,disease,Mondo Object Type,Mondo Object pmid,Mondo Object label
34,MONDO:0008693,N/A,BNODE,omiaarticlekey18214,Spinal Muscular Atrophy in Brown Swiss Calves
35,MONDO:0008693,N/A,PMID,1751394,"Quantitation of Glucocorticoid Receptors in Bovine Skeletal  Muscle - Topographical Distribution, Sex Effect and Breed  Comparisons"
36,MONDO:0008693,N/A,BNODE,omiaarticlekey1737,Inheritance of an epileptic type character in Brown Swiss cattle
37,MONDO:0008693,N/A,BNODE,omiaarticlekey31691,Blood Groups in Cattle
38,MONDO:0008693,N/A,BNODE,omiaarticlekey37134,"Relationship Between Genotype of Sire and Dam, and Plasma  Insulin-Like Growth Factor-I Concentrations in Crossbred Cows  Postpartum"
39,MONDO:0008693,N/A,BNODE,omiaarticlekey6043,"[Contribution to the study of disorders of the reproductive organs of dairy cows, diagnosed by means of in vivo inspection]"
40,MONDO:0008693,N/A,BNODE,omiaarticlekey41257,"Bovine Progressive Degenerative Myeloencephalopathy (Weaver  Syndrome) in Brown Swiss Cross Braunvieh Cattle -  Symptomatology, Course, Hematology and Cerebrospinal Fluid  Analysis"
41,MONDO:0008693,N/A,PMID,929156,Chromosome investigation of Brown Swiss cattle
42,MONDO:0008693,N/A,PMID,2808166,"Comparison of 2-Way and 3-Way Rotational Crossing, Beef by  Beef and Beef by Brown Swiss Composite Breed Production -  Postweaning Growth and Carcass Traits"
43,MONDO:0008693,N/A,PMID,8354472,Immunogenetic Similarity and the Distance Between Swiss Brown  Cattle and Other 86 Bovinae Populations
44,MONDO:0008693,N/A,PMID,1566027,Spinal Muscular Atrophy in Brown Swiss Calves
45,MONDO:0008693,N/A,PMID,25340742,PMID:25340742
46,MONDO:0008693,N/A,PMID,1569276,"Genetic Polymorphism of the Epithelial Mucin, PAS-I, in Milk  Samples from the Major Dairy Breeds"
47,MONDO:0008693,N/A,PMID,1954864,Inheritance of Convergent Strabismus with Exophthalmus in  Cattle
48,MONDO:0008693,N/A,PMID,2127493,Ultrastructural Changes in Brown Swiss Cattle Affected with  Bovine Progressive Degenerative Myeloencephalopathy (Weaver  Syndrome)
49,MONDO:0008693,N/A,BNODE,omiaarticlekey6902,The amputated condition in Brown Swiss cattle
50,MONDO:0008693,N/A,PMID,4445873,Results of a survey for congenital abnormalities in Swiss Brown cattle in Switzerland
51,MONDO:0008693,N/A,BNODE,omiaarticlekey38870,The Effect of Breed of Terminal Sire on Production of Beef  Steers
52,MONDO:0008693,N/A,BNODE,omiaarticlekey9010,Genetic aspects of actinomycosis and actinobacillosis in cattle
53,MONDO:0008693,N/A,BNODE,omiaarticlekey29627,"Effect of Carcass Pricing Systems on Optimum Slaughter Weight, Energy Level in Feed and Choice of Sirebreed in Beef X Dairy  Breed Young Bull Production"
54,MONDO:0008693,N/A,BNODE,omiaarticlekey12579,"Comparative Performance of Halfbreds of Holstein-Friesian,  Brown Swiss and Jersey with Hariana in Semi-Arid Tropics"
55,MONDO:0008693,N/A,PMID,1638959,Spinal Muscular Atrophy (SMA) in Calves of Brown Swiss X  Deutsches Braunvieh
56,MONDO:0008693,N/A,PMID,1772392,Epidemiologic and Genetic Analysis of Veterinary Recorded Data in German Brown Swiss Cattle
57,MONDO:0008693,N/A,BNODE,omiaarticlekey4025,[Determination of serum transferrin and haemoglobin types in Swiss cattle breeds]
58,MONDO:0008693,N/A,BNODE,omiaarticlekey39116,Genetic Analysis of Erythrocyte Potassium Concentration in  Cattle
59,MONDO:0008693,N/A,BNODE,omiaarticlekey33362,"Malformations and Genetic Disorders in Cattle - Registration,  Frequencies and Control of Hereditary Diseases in the AI- Derived Braunvieh Population"
60,MONDO:0008693,N/A,BNODE,omiaarticlekey7676,"Genetic polymorphism in caseins of cow's milk. III. Isolation and properties of a sI-caseins A,B and C"
61,MONDO:0008693,N/A,PMID,1472379,A Comparison Between Invitro Fertilization and Microinjection  of Immobilized Spermatozoa from Bulls Producing Spermatozoa  with Defects
62,MONDO:0008693,N/A,BNODE,omiaarticlekey28062,Histochemical and Morphometric Studies of Peripheral Muscle  in Bovine Progressive Degenerative Myeloencephalopathy of  Brown Swiss Cattle
63,MONDO:0008693,N/A,PMID,1424809,Synaptonemal Complex Analysis of a 3-Breakpoint Translocation  in a Subfertile Bull
64,MONDO:0008693,N/A,BNODE,omiaarticlekey28494,Genetic Evaluation of Canadian Dairy Bulls for Milking Speed  with an Animal Model
65,MONDO:0008693,N/A,BNODE,omiaarticlekey7392,Persistence of milk and fat yield throughout lactation in Swiss Brown cattle in relation to environment and heredity. II
66,MONDO:0008693,N/A,PMID,8430074,Microsatellite Mapping of the Gene Causing Weaver Disease in  Cattle Will Allow the Study of an Associated Quantitative  Trait Locus
67,MONDO:0008693,N/A,BNODE,omiaarticlekey293,Canadian cattle breeders
68,MONDO:0008693,N/A,BNODE,omiaarticlekey8059,Three cases of albinism found in Swiss Brown cattle [French]
69,MONDO:0008693,N/A,BNODE,omiaarticlekey9062,Genetic polymorphism in caseins of cow's milk. II. Confirmation of the genetic control of beta casein variation
70,MONDO:0008693,N/A,PMID,4488646,Weaver syndrome in Brown Swiss cattle: clinical signs and pathology.
71,MONDO:0008693,N/A,BNODE,omiaarticlekey5085,Albinism in cattle
72,MONDO:0008693,N/A,PMID,1295846,Dairy Breed Bull with Complex Chromosome Translocation -  Fertility and Linkage Studies
73,MONDO:0008693,N/A,PMID,9851916,PMID:9851916
74,MONDO:0008693,N/A,PMID,16480708,PMID:16480708
75,MONDO:0008693,N/A,PMID,21307099,PMID:21307099
76,MONDO:0008693,N/A,PMID,17142668,PMID:17142668
77,MONDO:0008693,N/A,PMID,20691175,PMID:20691175
78,MONDO:0008693,N/A,PMID,19103192,PMID:19103192
79,MONDO:0008693,N/A,PMID,9716413,PMID:9716413
80,MONDO:0008693,N/A,PMID,22275075,PMID:22275075
81,MONDO:0008693,N/A,PMID,11799068,PMID:11799068
82,MONDO:0008693,N/A,WormBase,WBPaper00038130,WormBase:WBPaper00038130
83,MONDO:0008693,N/A,WormBase,WBPaper00003174,WormBase:WBPaper00003174
84,MONDO:0008693,N/A,WormBase,WBPaper00036744,WormBase:WBPaper00036744
85,MONDO:0008693,N/A,WormBase,WBPaper00051023,WormBase:WBPaper00051023
86,MONDO:0008693,N/A,WormBase,WBPaper00045920,WormBase:WBPaper00045920
87,MONDO:0008693,N/A,PMID,17588558,PMID:17588558
88,MONDO:0008693,N/A,PMID,12756172,PMID:12756172
89,MONDO:0008693,N/A,GO_REF,0000039,GO_REF:0000039
90,MONDO:0008693,N/A,WormBase,WBPaper00027104,WormBase:WBPaper00027104
91,MONDO:0008693,N/A,WormBase,WBPaper00005080,WormBase:WBPaper00005080
92,MONDO:0008693,N/A,WormBase,WBPaper00045923,WormBase:WBPaper00045923
93,MONDO:0008693,N/A,WormBase,WBPaper00030804,WormBase:WBPaper00030804
94,MONDO:0008693,N/A,GO_REF,0000002,GO_REF:0000002
95,MONDO:0008693,N/A,GO_REF,0000037,GO_REF:0000037
96,MONDO:0008693,N/A,PMID,21873635,PMID:21873635
97,MONDO:0008693,N/A,PMID,8746822,PMID:8746822
98,MONDO:0008693,N/A,PMID,11807864,PMID:11807864
99,MONDO:0008693,N/A,PMID,28369379,PMID:28369379
100,MONDO:0008693,N/A,PMID,15103726,PMID:15103726
101,MONDO:0008693,N/A,PMID,11038439,PMID:11038439
102,MONDO:0008693,N/A,PMID,15735646,PMID:15735646
103,MONDO:0008693,N/A,PMID,21595001,PMID:21595001
104,MONDO:0008693,N/A,PMID,26522474,Colombo et al; A zebrafish model of Poikiloderma with Neutropenia recapitulates the human syndrome hallmarks and traces back neutropenia to the myeloid progenitor; Scientific Reports; 2015; 5; 15814
105,MONDO:0008693,N/A,PMID,26119818,Marchegiani et al; Recurrent Mutations in the Basic Domain of TWIST2 Cause Ablepharon Macrostomia and Barber-Say Syndromes; American journal of human genetics; 2015; 97(1); 99-110
106,MONDO:0008692,N/A,PMID,8533758,PMID:8533758
107,MONDO:0008692,N/A,PMID,1252410,PMID:1252410
108,MONDO:0008692,N/A,PMID,31308550,PMID:31308550
109,MONDO:0008692,N/A,PMID,23475612,PMID:23475612
110,MONDO:0008692,N/A,PMID,9851916,PMID:9851916
111,MONDO:0008692,N/A,PMID,12186849,PMID:12186849
112,MONDO:0008692,N/A,PMID,27487388,PMID:27487388
113,MONDO:0008692,N/A,PMID,14657502,PMID:14657502
114,MONDO:0008692,N/A,PMID,22236406,PMID:22236406
115,MONDO:0008692,N/A,PMID,16184190,PMID:16184190
116,MONDO:0008692,N/A,PMID,10679949,PMID:10679949
117,MONDO:0008692,N/A,WormBase,WBPaper00006232,WormBase:WBPaper00006232
118,MONDO:0008692,N/A,WormBase,WBPaper00005432,WormBase:WBPaper00005432
119,MONDO:0008692,N/A,WormBase,WBPaper00026830,WormBase:WBPaper00026830
120,MONDO:0008692,N/A,PMID,18611256,PMID:18611256
121,MONDO:0008692,N/A,PMID,8071315,PMID:8071315
122,MONDO:0008692,N/A,PMID,7782284,PMID:7782284
123,MONDO:0008692,N/A,PMID,19066957,PMID:19066957
124,MONDO:0008692,N/A,GO_REF,0000002,GO_REF:0000002
125,MONDO:0008692,N/A,GO_REF,0000108,GO_REF:0000108
126,MONDO:0008692,N/A,PMID,24288038,PMID:24288038
127,MONDO:0008692,N/A,PMID,21873635,PMID:21873635
128,MONDO:0008692,N/A,PMID,2903181,PMID:2903181
129,MONDO:0008692,N/A,PMID,17275380,PMID:17275380
130,MONDO:0008692,N/A,PMID,12630961,PMID:12630961
131,MONDO:0008692,N/A,PMID,10946006,PMID:10946006
132,MONDO:0008692,N/A,PMID,9457684,PMID:9457684
133,MONDO:0008692,N/A,PMID,8361539,PMID:8361539
134,MONDO:0008692,N/A,PMID,8939939,PMID:8939939
135,MONDO:0008692,N/A,PMID,1439810,PMID:1439810
136,MONDO:0008692,N/A,PMID,10446076,PMID:10446076
137,MONDO:0019696,N/A,PMID,23065701,PMID:23065701
138,MONDO:0019696,N/A,PMID,15146390,PMID:15146390
139,MONDO:0019696,N/A,PMID,17897480,PMID:17897480
140,MONDO:0019696,N/A,PMID,17897480,PMID:17897480
141,MONDO:0019696,N/A,PMID,17897480,PMID:17897480
142,MONDO:0019696,N/A,PMID,14992718,PMID:14992718
143,MONDO:0019696,N/A,PMID,14992718,PMID:14992718
144,MONDO:0019696,N/A,PMID,14992718,PMID:14992718
145,MONDO:0019696,N/A,PMID,17728275,PMID:17728275
146,MONDO:0019696,N/A,PMID,20616347,PMID:20616347
147,MONDO:0019696,N/A,PMID,18316030,PMID:18316030
148,MONDO:0019696,N/A,PMID,18316030,PMID:18316030
149,MONDO:0019696,N/A,PMID,18316030,PMID:18316030
150,MONDO:0019696,N/A,PMID,25303524,PMID:25303524
151,MONDO:0019696,N/A,PMID,25303524,PMID:25303524
152,MONDO:0019696,N/A,PMID,25303524,PMID:25303524
153,MONDO:0019696,N/A,PMID,9851916,PMID:9851916
154,MONDO:0019696,N/A,PMID,9851916,PMID:9851916
155,MONDO:0019696,N/A,PMID,9851916,PMID:9851916
156,MONDO:0019696,N/A,PMID,15840165,PMID:15840165
157,MONDO:0019696,N/A,PMID,15840165,PMID:15840165
158,MONDO:0019696,N/A,PMID,15840165,PMID:15840165
159,MONDO:0019696,N/A,PMID,11677050,PMID:11677050
160,MONDO:0019696,N/A,PMID,11677050,PMID:11677050
161,MONDO:0019696,N/A,PMID,11677050,PMID:11677050
162,MONDO:0019696,N/A,PMID,19737560,PMID:19737560
163,MONDO:0019696,N/A,PMID,19737560,PMID:19737560
164,MONDO:0019696,N/A,PMID,19737560,PMID:19737560
165,MONDO:0019696,N/A,PMID,31658998,PMID:31658998
166,MONDO:0019696,N/A,PMID,31658998,PMID:31658998
167,MONDO:0019696,N/A,PMID,31658998,PMID:31658998
168,MONDO:0019696,N/A,PMID,25962853,PMID:25962853
169,MONDO:0019696,N/A,PMID,25962853,PMID:25962853
170,MONDO:0019696,N/A,PMID,25962853,PMID:25962853
171,MONDO:0019696,N/A,PMID,17900898,PMID:17900898
172,MONDO:0019696,N/A,PMID,17900898,PMID:17900898
173,MONDO:0019696,N/A,PMID,17900898,PMID:17900898
174,MONDO:0019696,N/A,PMID,19489741,PMID:19489741
175,MONDO:0019696,N/A,PMID,19489741,PMID:19489741
176,MONDO:0019696,N/A,PMID,19489741,PMID:19489741
177,MONDO:0019696,N/A,PMID,25703509,PMID:25703509
178,MONDO:0019696,N/A,PMID,9834189,PMID:9834189
179,MONDO:0019696,N/A,PMID,9834189,PMID:9834189
180,MONDO:0019696,N/A,PMID,9834189,PMID:9834189
181,MONDO:0019696,N/A,PMID,30723205,PMID:30723205
182,MONDO:0019696,N/A,PMID,30723205,PMID:30723205
183,MONDO:0019696,N/A,PMID,30723205,PMID:30723205
184,MONDO:0019696,N/A,PMID,10887089,PMID:10887089
185,MONDO:0019696,N/A,PMID,10887089,PMID:10887089
186,MONDO:0019696,N/A,PMID,10887089,PMID:10887089
187,MONDO:0019696,N/A,PMID,1732156,PMID:1732156
188,MONDO:0019696,N/A,PMID,1732156,PMID:1732156
189,MONDO:0019696,N/A,PMID,1732156,PMID:1732156
190,MONDO:0019696,N/A,PMID,23526825,PMID:23526825
191,MONDO:0019696,N/A,PMID,23526825,PMID:23526825
192,MONDO:0019696,N/A,PMID,23526825,PMID:23526825
193,MONDO:0019696,N/A,PMID,26054666,PMID:26054666
194,MONDO:0019696,N/A,PMID,26054666,PMID:26054666
195,MONDO:0019696,N/A,PMID,26054666,PMID:26054666
196,MONDO:0019696,N/A,PMID,28166866,PMID:28166866
197,MONDO:0019696,N/A,PMID,28166866,PMID:28166866
198,MONDO:0019696,N/A,PMID,28166866,PMID:28166866
199,MONDO:0019696,N/A,WormBase,WBPaper00032082,WormBase:WBPaper00032082
200,MONDO:0019696,N/A,WormBase,WBPaper00032082,WormBase:WBPaper00032082
201,MONDO:0019696,N/A,WormBase,WBPaper00032082,WormBase:WBPaper00032082
202,MONDO:0019696,N/A,WormBase,WBPaper00002600,WormBase:WBPaper00002600
203,MONDO:0019696,N/A,WormBase,WBPaper00002600,WormBase:WBPaper00002600
204,MONDO:0019696,N/A,WormBase,WBPaper00002600,WormBase:WBPaper00002600
205,MONDO:0019696,N/A,WormBase,WBPaper00033456,WormBase:WBPaper00033456
206,MONDO:0019696,N/A,WormBase,WBPaper00033456,WormBase:WBPaper00033456
207,MONDO:0019696,N/A,WormBase,WBPaper00033456,WormBase:WBPaper00033456
208,MONDO:0019696,N/A,WormBase,WBPaper00048391,WormBase:WBPaper00048391
209,MONDO:0019696,N/A,WormBase,WBPaper00048391,WormBase:WBPaper00048391
210,MONDO:0019696,N/A,WormBase,WBPaper00048391,WormBase:WBPaper00048391
211,MONDO:0019696,N/A,WormBase,WBPaper00025090,WormBase:WBPaper00025090
212,MONDO:0019696,N/A,WormBase,WBPaper00025090,WormBase:WBPaper00025090
213,MONDO:0019696,N/A,WormBase,WBPaper00025090,WormBase:WBPaper00025090
214,MONDO:0019696,N/A,WormBase,WBPaper00045859,WormBase:WBPaper00045859
215,MONDO:0019696,N/A,WormBase,WBPaper00045859,WormBase:WBPaper00045859
216,MONDO:0019696,N/A,WormBase,WBPaper00045859,WormBase:WBPaper00045859
217,MONDO:0019696,N/A,MGI,5509308,MGI:5509308
218,MONDO:0019696,N/A,MGI,5509308,MGI:5509308
219,MONDO:0019696,N/A,MGI,5509308,MGI:5509308
220,MONDO:0019696,N/A,PMID,8893028,PMID:8893028
221,MONDO:0019696,N/A,PMID,8893028,PMID:8893028
222,MONDO:0019696,N/A,PMID,8893028,PMID:8893028
223,MONDO:0019696,N/A,PMID,6583682,PMID:6583682
224,MONDO:0019696,N/A,PMID,6583682,PMID:6583682
225,MONDO:0019696,N/A,PMID,6583682,PMID:6583682
226,MONDO:0019696,N/A,PMID,18680713,PMID:18680713
227,MONDO:0019696,N/A,PMID,18680713,PMID:18680713
228,MONDO:0019696,N/A,PMID,18680713,PMID:18680713
229,MONDO:0019696,N/A,PMID,8910282,PMID:8910282
230,MONDO:0019696,N/A,PMID,8910282,PMID:8910282
231,MONDO:0019696,N/A,PMID,8910282,PMID:8910282
232,MONDO:0019696,N/A,PMID,27799655,PMID:27799655
233,MONDO:0019696,N/A,PMID,27799655,PMID:27799655
234,MONDO:0019696,N/A,PMID,27799655,PMID:27799655
235,MONDO:0019696,N/A,PMID,27926939,PMID:27926939
236,MONDO:0019696,N/A,PMID,27926939,PMID:27926939
237,MONDO:0007055,N/A,PMID,1852206,PMID:1852206
238,MONDO:0007055,N/A,PMID,25979247,PMID:25979247
239,MONDO:0005638,N/A,PMID,16174228,PMID:16174228
240,MONDO:0005638,N/A,PMID,5420423,PMID:5420423
241,MONDO:0005638,N/A,PMID,14991361,PMID:14991361
242,MONDO:0005638,N/A,PMID,851921,PMID:851921
243,MONDO:0016241,N/A,PMID,11113848,PMID:11113848
244,MONDO:0016241,N/A,PMID,19652145,PMID:19652145
245,MONDO:0016241,N/A,PMID,23665875,PMID:23665875
246,MONDO:0016241,N/A,PMID,11748852,PMID:11748852
247,MONDO:0016241,N/A,PMID,31308550,PMID:31308550
248,MONDO:0016241,N/A,PMID,25523819,PMID:25523819
249,MONDO:0016241,N/A,PMID,27549929,PMID:27549929
250,MONDO:0016241,N/A,PMID,30071271,PMID:30071271
251,MONDO:0016241,N/A,PMID,26463346,PMID:26463346
252,MONDO:0016241,N/A,PMID,22025725,PMID:22025725
253,MONDO:0016241,N/A,PMID,12538527,PMID:12538527
254,MONDO:0016241,N/A,PMID,9851916,PMID:9851916
255,MONDO:0016241,N/A,PMID,11564714,PMID:11564714
256,MONDO:0016241,N/A,PMID,20442779,PMID:20442779
257,MONDO:0016241,N/A,PMID,24342563,PMID:24342563
258,MONDO:0016241,N/A,PMID,8613772,PMID:8613772
259,MONDO:0016241,N/A,PMID,23409136,PMID:23409136
260,MONDO:0016241,N/A,PMID,9933625,PMID:9933625
261,MONDO:0016241,N/A,PMID,16184190,PMID:16184190
262,MONDO:0016241,N/A,PMID,26501181,PMID:26501181
263,MONDO:0016241,N/A,PMID,9704004,PMID:9704004
264,MONDO:0016241,N/A,PMID,27726050,PMID:27726050
265,MONDO:0016241,N/A,PMID,26633545,PMID:26633545
266,MONDO:0016241,N/A,PMID,27268479,PMID:27268479
267,MONDO:0016241,N/A,PMID,26400718,PMID:26400718
268,MONDO:0016241,N/A,WormBase,WBPaper00003150,WormBase:WBPaper00003150
269,MONDO:0016241,N/A,WormBase,WBPaper00026830,WormBase:WBPaper00026830
270,MONDO:0016241,N/A,WormBase,WBPaper00029059,WormBase:WBPaper00029059
271,MONDO:0016241,N/A,PMID,23018754,PMID:23018754
272,MONDO:0016241,N/A,PMID,17251264,PMID:17251264
273,MONDO:0016241,N/A,PMID,25342716,PMID:25342716
274,MONDO:0016241,N/A,PMID,26938784,PMID:26938784
275,MONDO:0016241,N/A,PMID,24631656,PMID:24631656
276,MONDO:0016241,N/A,PMID,27634470,PMID:27634470
277,MONDO:0016241,N/A,GO_REF,0000039,GO_REF:0000039
278,MONDO:0016241,N/A,WormBase,WBPaper00002371,WormBase:WBPaper00002371
279,MONDO:0016241,N/A,WormBase,WBPaper00003407,WormBase:WBPaper00003407
280,MONDO:0016241,N/A,GO_REF,0000104,GO_REF:0000104
281,MONDO:0016241,N/A,GO_REF,0000002,GO_REF:0000002
282,MONDO:0016241,N/A,GO_REF,0000038,GO_REF:0000038
283,MONDO:0016241,N/A,GO_REF,0000108,GO_REF:0000108
284,MONDO:0016241,N/A,GO_REF,0000003,GO_REF:0000003
285,MONDO:0016241,N/A,GO_REF,0000037,GO_REF:0000037
286,MONDO:0016241,N/A,GO_REF,0000040,GO_REF:0000040
287,MONDO:0016241,N/A,PMID,21873635,PMID:21873635
288,MONDO:0016241,N/A,PMID,15174025,PMID:15174025
289,MONDO:0016241,N/A,PMID,9529340,PMID:9529340
290,MONDO:0016241,N/A,PMID,10675358,PMID:10675358
291,MONDO:0016241,N/A,PMID,12519885,PMID:12519885
292,MONDO:0016241,N/A,PMID,6891556,PMID:6891556
293,MONDO:0016241,N/A,PMID,24842602,PMID:24842602
294,MONDO:0016241,N/A,PMID,9360549,PMID:9360549
295,MONDO:0016241,N/A,PMID,10599709,PMID:10599709
296,MONDO:0016241,N/A,PMID,10361383,PMID:10361383
297,MONDO:0016241,N/A,PMID,22842232,PMID:22842232
298,MONDO:0016241,N/A,PMID,11549627,PMID:11549627
299,MONDO:0016241,N/A,PMID,12629128,PMID:12629128
300,MONDO:0016241,N/A,PMID,10522996,PMID:10522996
301,MONDO:0016241,N/A,PMID,8855822,PMID:8855822
302,MONDO:0016241,N/A,PMID,8636263,PMID:8636263
303,MONDO:0016241,N/A,PMID,9843206,PMID:9843206
304,MONDO:0016241,N/A,PMID,23384712,PMID:23384712
305,MONDO:0016241,N/A,PMID,19666602,PMID:19666602
306,MONDO:0016241,N/A,PMID,14667076,PMID:14667076
307,MONDO:0016241,N/A,PMID,22850527,PMID:22850527
308,MONDO:0016241,N/A,PMID,15286158,PMID:15286158
309,MONDO:0016241,N/A,PMID,15260953,PMID:15260953
310,MONDO:0016241,N/A,PMID,7990958,PMID:7990958
311,MONDO:0016241,N/A,PMID,10848616,PMID:10848616
312,MONDO:0016241,N/A,PMID,9003500,PMID:9003500
313,MONDO:0016241,N/A,PMID,11788621,PMID:11788621
314,MONDO:0016241,N/A,PMID,9415399,PMID:9415399
315,MONDO:0016241,N/A,PMID,12213854,PMID:12213854
316,MONDO:0008795,N/A,PMID,27062503,PMID:27062503
317,MONDO:0008795,N/A,PMID,29169895,PMID:29169895
318,MONDO:0008795,N/A,PMID,29663667,PMID:29663667
319,MONDO:0008795,N/A,PMID,29925855,PMID:29925855
320,MONDO:0008795,N/A,PMID,17558851,PMID:17558851
321,MONDO:0008795,N/A,PMID,7952360,PMID:7952360
322,MONDO:0008795,N/A,PMID,27862915,PMID:27862915
323,MONDO:0008795,N/A,PMID,27108797,PMID:27108797
324,MONDO:0008795,N/A,PMID,27108798,PMID:27108798
325,MONDO:0010130,N/A,PMID,19296131,PMID:19296131
326,MONDO:0010130,N/A,PMID,31308550,PMID:31308550
327,MONDO:0010130,N/A,PMID,9851916,PMID:9851916
328,MONDO:0010130,N/A,PMID,26603945,PMID:26603945
329,MONDO:0010130,N/A,PMID,19104657,PMID:19104657
330,MONDO:0010130,N/A,PMID,11895907,PMID:11895907
331,MONDO:0010130,N/A,PMID,26804652,PMID:26804652
332,MONDO:0010130,N/A,PMID,16361556,PMID:16361556
333,MONDO:0010130,N/A,PMID,26265035,PMID:26265035
334,MONDO:0010130,N/A,PMID,24923815,PMID:24923815
335,MONDO:0010130,N/A,PMID,25087612,PMID:25087612
336,MONDO:0010130,N/A,PMID,19795123,PMID:19795123
337,MONDO:0010130,N/A,PMID,23960437,PMID:23960437
338,MONDO:0010130,N/A,PMID,24648345,PMID:24648345
339,MONDO:0010130,N/A,PMID,11988088,PMID:11988088
340,MONDO:0010130,N/A,PMID,23588312,PMID:23588312
341,MONDO:0010130,N/A,PMID,25381393,PMID:25381393
342,MONDO:0010130,N/A,PMID,22353294,PMID:22353294
343,MONDO:0010130,N/A,PMID,12562666,PMID:12562666
344,MONDO:0010130,N/A,PMID,21590448,PMID:21590448
345,MONDO:0010130,N/A,PMID,15899693,PMID:15899693
346,MONDO:0010130,N/A,PMID,23328581,PMID:23328581
347,MONDO:0010130,N/A,PMID,10803677,PMID:10803677
348,MONDO:0010130,N/A,PMID,29778030,PMID:29778030
349,MONDO:0010130,N/A,GO_REF,0000002,GO_REF:0000002
350,MONDO:0010130,N/A,GO_REF,0000024,GO_REF:0000024
351,MONDO:0010130,N/A,GO_REF,0000003,GO_REF:0000003
352,MONDO:0010130,N/A,GO_REF,0000037,GO_REF:0000037
353,MONDO:0010130,N/A,GO_REF,0000041,GO_REF:0000041
354,MONDO:0010130,N/A,PMID,21873635,PMID:21873635
355,MONDO:0010130,N/A,PMID,17121937,PMID:17121937
356,MONDO:0010130,N/A,PMID,9254861,PMID:9254861
357,MONDO:0010130,N/A,PMID,9439663,PMID:9439663
358,MONDO:0010130,N/A,PMID,9266349,PMID:9266349
359,MONDO:0009872,N/A,PMID,9851916,PMID:9851916
360,MONDO:0009872,N/A,PMID,25525159,PMID:25525159
361,MONDO:0009872,N/A,GO_REF,0000002,GO_REF:0000002
362,MONDO:0009872,N/A,GO_REF,0000038,GO_REF:0000038
363,MONDO:0009872,N/A,GO_REF,0000108,GO_REF:0000108
364,MONDO:0009872,N/A,PMID,15345881,PMID:15345881
365,MONDO:0009872,N/A,PMID,21873635,PMID:21873635
366,MONDO:0009872,N/A,PMID,9545407,PMID:9545407
367,MONDO:0009872,N/A,PMID,24172246,PMID:24172246
