,gardid,disease,pmid,pubTypes,title,url,abstract
10,GARD:0001891,Distomatosis,31701859,['Journal Article'],Infection Dynamics of Opisthorchis viverrini Metacercariae in Cyprinid Fishes from Two Endemic Areas in Thailand and Lao PDR.,https://pubmed.ncbi.nlm.nih.gov/31701859,"The infection dynamics of Opisthorchis viverrini metacercariae was analyzed in cyprinid fish from endemic areas in Mukdahan Province, Thailand, and Khammouane Province, Lao PDR. The fish were collected during the cool-dry (November-February), hot-dry (March-May), and rainy (June-October) seasons in 2017. They were examined by the digestion method, and the infection status was statistically analyzed by study area, season, and fish size. The prevalence (no. of fish positive/no. of fish examined × 100) and metacercarial intensities (no. of metacercariae detected/no. of fish positive) of O. viverrini in both study areas depended on season, being high in the cool-dry season and varying in the hot-dry and rainy seasons. In Mukdahan Province, the average prevalence was 18.3% (range 11.0-46.7%, n = 420) and the intensity was 4.07 ± 5.86 cysts/fish (mean ± SD), whereas in Khammouane Province, the prevalence was 51.9% (range 9.1-70.6%, n = 673) and the intensity was 6.67 ± 12.88 cysts/fish. Among the cyprinid fish species examined, the infection was associated with fish body size and predominantly found in Hampala dispar (86.5%), Cyclocheilichthys armatus (73.2%), and Puntius brevis (42.7%). The distribution of O. viverrini metacercariae in fish was skewed, with most of the fish having a low worm burden with an average of four to six cysts/fish. The findings that seasonality, sampling locality, fish size, and species of fish play roles in the risk of O. viverrini infection imply that these host and environmental factors are important for the transmission dynamics and control of O. viverrini."
11,GARD:0001894,DK phocomelia syndrome,N/A,N/A,,N/A,N/A
12,GARD:0001895,Dobrow syndrome,N/A,N/A,,N/A,N/A
13,GARD:0001896,Dominant cleft palate,29436146,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history and genotype-phenotype correlations in 72 individuals with SATB2-associated syndrome.,https://pubmed.ncbi.nlm.nih.gov/29436146,"SATB2-associated syndrome (SAS) is an autosomal dominant disorder characterized by significant neurodevelopmental disabilities with limited to absent speech, behavioral issues, and craniofacial anomalies. Previous studies have largely been restricted to case reports and small series without in-depth phenotypic characterization or genotype-phenotype correlations. Seventy two study participants were identified as part of the SAS clinical registry. Individuals with a molecularly confirmed diagnosis of SAS were referred after clinical diagnostic testing. In this series we present the most comprehensive phenotypic and genotypic characterization of SAS to date, including prevalence of each clinical feature, neurodevelopmental milestones, and when available, patient management. We confirm that the most distinctive features are neurodevelopmental delay with invariably severely limited speech, abnormalities of the palate (cleft or high-arched), dental anomalies (crowding, macrodontia, abnormal shape), and behavioral issues with or without bone or brain anomalies. This comprehensive clinical characterization will help clinicians with the diagnosis, counseling and management of SAS and help provide families with anticipatory guidance."
14,GARD:0001896,Dominant cleft palate,24587008,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",Absence of cardiovascular manifestations in a haploinsufficient Tgfbr1 mouse model.,https://pubmed.ncbi.nlm.nih.gov/24587008,"Loeys-Dietz syndrome (LDS) is an autosomal dominant arterial aneurysm disease belonging to the spectrum of transforming growth factor β (TGFβ)-associated vasculopathies. In its most typical form it is characterized by the presence of hypertelorism, bifid uvula/cleft palate and aortic aneurysm and/or arterial tortuosity. LDS is caused by heterozygous loss of function mutations in the genes encoding TGFβ receptor 1 and 2 (TGFBR1 and -2), which lead to a paradoxical increase in TGFβ signaling. To address this apparent paradox and to gain more insight into the pathophysiology of aneurysmal disease, we characterized a new Tgfbr1 mouse model carrying a p.Y378* nonsense mutation. Study of the natural history in this model showed that homozygous mutant mice die during embryonic development due to defective vascularization. Heterozygous mutant mice aged 6 and 12 months were morphologically and (immuno)histochemically indistinguishable from wild-type mice. We show that the mutant allele is degraded by nonsense mediated mRNA decay, expected to result in haploinsufficiency of the mutant allele. Since this haploinsufficiency model does not result in cardiovascular malformations, it does not allow further study of the process of aneurysm formation. In addition to providing a comprehensive method for cardiovascular phenotyping in mice, the results of this study confirm that haploinsuffciency is not the underlying genetic mechanism in human LDS."
15,GARD:0001896,Dominant cleft palate,24443023,"['Review', 'Journal Article']",Loeys-Dietz syndrome.,https://pubmed.ncbi.nlm.nih.gov/24443023,"Loeys-Dietz syndrome is an autosomal dominant aortic aneurysm syndrome characterized by multisystemic involvement. The most typical clinical triad includes hypertelorism, bifid uvula or cleft palate and aortic aneurysm with tortuosity. Natural history is significant for aortic dissection at smaller aortic diameter and arterial aneurysms throughout the arterial tree. The genetic cause is heterogeneous and includes mutations in genes encoding for components of the transforming growth factor beta (TGFβ) signalling pathway: TGFBR1, TGFBR2, SMAD3 and TGFB2. Despite the loss of function nature of these mutations, the patient-derived aortic tissues show evidence of increased (rather than decreased) TGFβ signalling. These insights offer new options for therapeutic interventions."
16,GARD:0001896,Dominant cleft palate,20131279,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Case Reports']",Premature arthritis is a distinct type II collagen phenotype.,https://pubmed.ncbi.nlm.nih.gov/20131279,"Mutations in the gene encoding type II collagen (COL2A1) give rise to a spectrum of phenotypes predominantly affecting cartilage and bone. These chondrodysplasias are typically characterized by disproportionately short stature, eye abnormalities, cleft palate, and hearing loss. It is less recognized that mutations in COL2A1 can also present as degenerative joint disease in the absence of any other phenotypic clues. We report 2 Australian families presenting with an isolated arthritis phenotype, segregating as a dominant trait affecting both large and small joints, prior to age 30 years. Sequencing of COL2A1 in the propositi revealed 2 sequence changes resulting in glycine substitutions in the triple-helical domain of type II collagen. We review the increasing evidence implicating COL2A1 mutations in individuals presenting with isolated degenerative joint disease, aiming to alert physicians who assess these patients to this possibility. The importance of finding a COL2A1 mutation in such patients lies in the subsequent ability to accurately assess recurrence risks, offer early (including prenatal) diagnosis, and provide information regarding the natural history of the condition. Most importantly, it enables at-risk individuals to be identified for implementation of preventative strategies (i.e., weight loss, joint-friendly exercise programs) and early ameliorative management of their condition."
17,GARD:0001896,Dominant cleft palate,16928994,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Research Support, N.I.H., Extramural']",Aneurysm syndromes caused by mutations in the TGF-beta receptor.,https://pubmed.ncbi.nlm.nih.gov/16928994,"BACKGROUND: The Loeys-Dietz syndrome is a recently described autosomal dominant aortic-aneurysm syndrome with widespread systemic involvement. The disease is characterized by the triad of arterial tortuosity and aneurysms, hypertelorism, and bifid uvula or cleft palate and is caused by heterozygous mutations in the genes encoding transforming growth factor beta receptors 1 and 2 (TGFBR1 and TGFBR2, respectively). METHODS: We undertook the clinical and molecular characterization of 52 affected families. Forty probands presented with typical manifestations of the Loeys-Dietz syndrome. In view of the phenotypic overlap between this syndrome and vascular Ehlers-Danlos syndrome, we screened an additional cohort of 40 patients who had vascular Ehlers-Danlos syndrome without the characteristic type III collagen abnormalities or the craniofacial features of the Loeys-Dietz syndrome. RESULTS: We found a mutation in TGFBR1 or TGFBR2 in all probands with typical Loeys-Dietz syndrome (type I) and in 12 probands presenting with vascular Ehlers-Danlos syndrome (Loeys-Dietz syndrome type II). The natural history of both types was characterized by aggressive arterial aneurysms (mean age at death, 26.0 years) and a high incidence of pregnancy-related complications (in 6 of 12 women). Patients with Loeys-Dietz syndrome type I, as compared with those with type II, underwent cardiovascular surgery earlier (mean age, 16.9 years vs. 26.9 years) and died earlier (22.6 years vs. 31.8 years). There were 59 vascular surgeries in the cohort, with one death during the procedure. This low rate of intraoperative mortality distinguishes the Loeys-Dietz syndrome from vascular Ehlers-Danlos syndrome. CONCLUSIONS: Mutations in either TGFBR1 or TGFBR2 predispose patients to aggressive and widespread vascular disease. The severity of the clinical presentation is predictive of the outcome. Genotyping of patients presenting with symptoms like those of vascular Ehlers-Danlos syndrome may be used to guide therapy, including the use and timing of prophylactic vascular surgery."
18,GARD:0001898,Early-onset zonular cataract,N/A,N/A,,N/A,N/A
19,GARD:0001899,Donnai-Barrow syndrome,N/A,N/A,,N/A,N/A
20,GARD:0001902,Tyrosine hydroxylase deficiency,N/A,N/A,,N/A,N/A
21,GARD:0001903,Dopamine beta hydroxylase deficiency,N/A,N/A,,N/A,N/A
22,GARD:0001904,Subcortical band heterotopia,N/A,N/A,,N/A,N/A
23,GARD:0001905,Double discordia,N/A,N/A,,N/A,N/A
24,GARD:0001906,Double fingernail of fifth finger,N/A,N/A,,N/A,N/A
25,GARD:0001907,Double outlet left ventricle,21163892,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Prenatal ultrasound screening of congenital heart disease in an unselected national population: a 21-year experience.,https://pubmed.ncbi.nlm.nih.gov/21163892,"OBJECTIVE: To determine the prevalence and spectrum of congenital heart disease (CHD) and the impact of a national prenatal ultrasound screening programme on outcome in a well-characterised population. DESIGN AND SETTING: A comprehensive registry was created of all paediatric and fetal patients with CHD over a 21-year period (1986-2006) in the Czech Republic. The centralised healthcare system enabled confirmation of prenatal and postnatal findings clinically and by post mortem. PATIENTS AND RESULTS: In the entire cohort of 9475 fetuses referred for detailed cardiac evaluation, 1604 (16.9%) had CHD, of which 501 (31.2%) had additional extracardiac anomalies. In the pregnancies which continued, 59 (8.6%) of 685 fetuses died in utero, and 626 (91.4%) babies were born alive. Prenatal detection rate was highest in double outlet right ventricle (77.3%) and hypoplastic left heart (50.6%). Detection rate increased significantly (p<0.001) for 12/17 lesions comparing 1986-1999 and 2000-2006. In recent years, detection of hypoplastic left heart reached 95.8% while transposition of the great arteries was diagnosed antenatally in only 25.6%. CONCLUSION: The nationwide prenatal ultrasound screening programme enabled detection of major cardiac abnormalities in 1/3 of patients born with any CHD and 80% of those with critical forms. Nevertheless, owing to the severity of lesions and associated extracardiac anomalies, the overall mortality of antenatally diagnosed CHD remains high. These findings are important for the understanding natural history of CHD for the establishing of screening programmes in Europe."
26,GARD:0001907,Double outlet left ventricle,19056236,"['Journal Article', 'Case Reports']",Crisscross hearts in adults: echocardiographic evaluation and natural history.,https://pubmed.ncbi.nlm.nih.gov/19056236,"Crisscross heart is a rare congenital, rotational abnormality of the ventricular mass, resulting in the crossing of the inflows of the 2 ventricles and each atrium emptying into the contralaterally located ventricle. Few cases of adult patients are described in the literature. We present a case series of 7 adult patients aged 18 to 53 years with crisscross hearts, followed up for 5 to 22 years (mean 14.4 years) at the Institute of Cardiology Warsaw. Only in 2 patients was the diagnosis of crisscross heart made at infancy. In the remaining 5 patients, the diagnosis was made at the age of 7 to 26 years. All patients had complex congenital heart defects, including double outlet right ventricle in 4 patients and discordant ventriculoarterial connections in 3 patients, with numerous associated lesions. In all patients, the diagnosis of crisscross heart was made by transthoracic echocardiographic examination. Five patients underwent surgical procedures, including Rastelli operation, arterial switch, Glenn anastomosis, and central shunt, according to the individual morphology and hemodynamics. The clinical outcome depended predominantly on the underlying hemodynamic abnormalities and the results of surgical management rather than on crisscross anatomy. Successful surgery allowed acceptable functional status in adulthood."
27,GARD:0001907,Double outlet left ventricle,1694830,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Common atrioventricular valve guarding double inlet atrioventricular connexion: natural history and surgical results in 76 cases.,https://pubmed.ncbi.nlm.nih.gov/1694830,"We describe 76 patients in whom a double inlet atrioventricular connexion was guarded by a common atrioventricular valve. The atriums were connected to a dominant right ventricle in 42, to a left ventricle in 29 and to a solitary indeterminate ventricle in 5. The most common atrial arrangement was isomerism of the right atrial appendages, seen in 46% (35/76). Of these, there was associated anomalous pulmonary venous connexion in 72% and absence of the spleen in 63%. Double outlet right ventricle was the most frequent ventriculoarterial connexion, present in 37 cases. Abnormal atrioventricular valvar function could already be detected in 46% of cases at the time of initial presentation. A decrease of function was observed in 18 patients, in 14 of them 2 weeks to 16 years (mean 5.7 years) after palliative surgery. The majority of the palliative procedures were constructions of shunts, since 75% (57/76) of the patients showed obstruction to flow of pulmonary blood. Patients with double inlet ventricle guarded by a common atrioventricular valve have a high early mortality (37% died in the neonatal period). Management should be designed to protect the integrity of the pulmonary vascular bed. Definitive repair with a Fontan type procedure is the most suitable final approach."
28,GARD:0001908,Double outlet right ventricle,23900523,"['Review', 'Journal Article', 'Case Reports']","Multicentric osteolysis with nodulosis and arthropathy (MONA) with cardiac malformation, mimicking polyarticular juvenile idiopathic arthritis: case report and literature review.",https://pubmed.ncbi.nlm.nih.gov/23900523,"The 'vanishing bone' syndrome multicentric osteolysis with nodulosis and arthropathy (MONA) is a rare chronic skeleton disorder caused by matrix metalloproteinase 2 (MMP2) deficiency, mimicking erosive polyarticular juvenile idiopathic arthritis. MONA is characterised by facial dysmorphism, subcutaneous fibrocollagenous nodules, carpal and tarsal osteolysis and interphalangeal joint erosions. We present the case of a 5-year-old boy with double outlet right ventricle, ventricular septal defect, coarctation of the aorta and MONA. Previously, a total of 24 cases of MONA have been reported of which six also had congenital cardiac malformations. Despite treatment attempts of our patient with methotrexate, eternacept and prednisolone, serial X-ray studies documented continuous severe bone degeneration.The case documents the natural history of MONA and establishes a link between MMP2 deficiency and heart development, and given the recurring cardiac association, we suggest that all MONA patients be examined for possible cardiac defects."
29,GARD:0001908,Double outlet right ventricle,21163892,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Prenatal ultrasound screening of congenital heart disease in an unselected national population: a 21-year experience.,https://pubmed.ncbi.nlm.nih.gov/21163892,"OBJECTIVE: To determine the prevalence and spectrum of congenital heart disease (CHD) and the impact of a national prenatal ultrasound screening programme on outcome in a well-characterised population. DESIGN AND SETTING: A comprehensive registry was created of all paediatric and fetal patients with CHD over a 21-year period (1986-2006) in the Czech Republic. The centralised healthcare system enabled confirmation of prenatal and postnatal findings clinically and by post mortem. PATIENTS AND RESULTS: In the entire cohort of 9475 fetuses referred for detailed cardiac evaluation, 1604 (16.9%) had CHD, of which 501 (31.2%) had additional extracardiac anomalies. In the pregnancies which continued, 59 (8.6%) of 685 fetuses died in utero, and 626 (91.4%) babies were born alive. Prenatal detection rate was highest in double outlet right ventricle (77.3%) and hypoplastic left heart (50.6%). Detection rate increased significantly (p<0.001) for 12/17 lesions comparing 1986-1999 and 2000-2006. In recent years, detection of hypoplastic left heart reached 95.8% while transposition of the great arteries was diagnosed antenatally in only 25.6%. CONCLUSION: The nationwide prenatal ultrasound screening programme enabled detection of major cardiac abnormalities in 1/3 of patients born with any CHD and 80% of those with critical forms. Nevertheless, owing to the severity of lesions and associated extracardiac anomalies, the overall mortality of antenatally diagnosed CHD remains high. These findings are important for the understanding natural history of CHD for the establishing of screening programmes in Europe."
30,GARD:0001908,Double outlet right ventricle,20334022,"['Review', 'Journal Article', 'English Abstract', 'Case Reports']","[Case report: double-chambered right ventricle (DCRV), ventricular septal defect, and double caudal vena cava in a cat].",https://pubmed.ncbi.nlm.nih.gov/20334022,"The clinical signs and symptoms, radiographic and echocardiographic findings, and the results of cardiac post-mortem and histopathological examination of a 1-year-old female European shorthair cat with a double-chambered right ventricle (DCRV), small ventricular septal defect, and double caudal vena cava are described. A review of the literature is given with respect to the symptoms, diagnostic techniques, and therapy of DCRV in the cat. DCRV is a rare congenital defect in which stenosis inside the right ventricle causes symptoms similar to those seen in pulmonary stenosis. A diagnosis can be made by echocardiography. Little is known about its natural history and prognosis. Medical treatment, balloon dilatation, and surgery have been used to treat this defect with variable outcome. A double caudal vena cava is not clinically relevant."
31,GARD:0001908,Double outlet right ventricle,19056236,"['Journal Article', 'Case Reports']",Crisscross hearts in adults: echocardiographic evaluation and natural history.,https://pubmed.ncbi.nlm.nih.gov/19056236,"Crisscross heart is a rare congenital, rotational abnormality of the ventricular mass, resulting in the crossing of the inflows of the 2 ventricles and each atrium emptying into the contralaterally located ventricle. Few cases of adult patients are described in the literature. We present a case series of 7 adult patients aged 18 to 53 years with crisscross hearts, followed up for 5 to 22 years (mean 14.4 years) at the Institute of Cardiology Warsaw. Only in 2 patients was the diagnosis of crisscross heart made at infancy. In the remaining 5 patients, the diagnosis was made at the age of 7 to 26 years. All patients had complex congenital heart defects, including double outlet right ventricle in 4 patients and discordant ventriculoarterial connections in 3 patients, with numerous associated lesions. In all patients, the diagnosis of crisscross heart was made by transthoracic echocardiographic examination. Five patients underwent surgical procedures, including Rastelli operation, arterial switch, Glenn anastomosis, and central shunt, according to the individual morphology and hemodynamics. The clinical outcome depended predominantly on the underlying hemodynamic abnormalities and the results of surgical management rather than on crisscross anatomy. Successful surgery allowed acceptable functional status in adulthood."
32,GARD:0001908,Double outlet right ventricle,18704548,"['Journal Article', 'Case Reports']",Membranous septal aneurysm: an unusual cause for right ventricular outflow tract obstruction in a malaligned ventricular septal defect with aortomitral discontinuity (double-outlet right ventricle) associated with visceral heterotaxy.,https://pubmed.ncbi.nlm.nih.gov/18704548,"The development of a septal aneurysm in the natural history of membranous ventricular septal defects usually makes the defect hemodynamically less significant. This report describes a case of severe right ventricular outflow obstruction produced by a membranous septal aneurysm in a patient who had an anterior malaligned ventricular septal defect with aortomitral discontinuity (double-outlet right ventricle). This patient did not have pulmonary stenosis other than the dynamic obstruction produced by the septal aneurysm. In this patient, the septal aneurysm produced both favorable and unfavorable hemodynamic effects. A reduction in the size of the ventricular septal defect produced a favorable effect, whereas a right ventricular outflow obstruction led to the unfavorable situation of right ventricular hypertension and hypertrophy. The large septal aneurysm in the presence of an already compromised right ventricular outflow tract related to an anteriorly malaligned septum resulted in severe obstruction."
33,GARD:0001910,Double uterus-hemivagina-renal agenesis,31839094,['Systematic Review'],Double-chambered Right Ventricle in Children.,https://pubmed.ncbi.nlm.nih.gov/31839094,"A double-chambered right ventricle (DCRV) is a rare congenital heart defect. The clinical features of DCRV, especially in the pediatric population, have not been sufficiently elaborated. There are many unanswered questions regarding the surgical indications, surgical timing, natural history, and patient outcomes. This article will discuss the definition, pathophysiology, clinical features and treatment of DCRV. This systematic review showed a higher prevalence of symptomatic patients among children with DCRV with signs of right ventricular pressure overload and associated congenital heart defects. The spatial relation between ventricular septal defect and the anomalous muscle bundle might be a determinant of right ventricular obstruction. Symptomatic patients with an intra-right ventricular pressure gradient of >20 mmHg are indicated for a surgical repair. DCRV has a favourable postoperative course as no postoperative death was reported. Mechanisms of right ventricular obstruction warrant further elucidations based on larger patient population in the near future."
34,GARD:0001910,Double uterus-hemivagina-renal agenesis,30993816,"['Comment', ""Research Support, Non-U.S. Gov't"", 'Editorial']",Hypercontractile esophageal motility disorder or functional esophageal symptoms and unrelated hypercontractility?,https://pubmed.ncbi.nlm.nih.gov/30993816,"In this issue of the journal, Mion and coworkers describe 23 patients with dysphagia and/or thoracic pain and hypercontractile esophageal motility disorders who were either treated with botulinum toxin 100 U or underwent a sham procedure. The surprising outcome of the study was that both active botulinum toxin treatment and sham treatment resulted in a significant reduction in symptoms and manometric abnormalities after 3 months, with no difference between the two arms. One can interpret the lack of effect of botulinum toxin over placebo as indicative of the benign natural history of hypercontractile esophageal motility disorders or be convinced that many patients with hypercontractility on manometry actually have functional symptoms not related to the manometric findings, and thus, treatment of hypercontractility is not more effective than placebo. Either way, invasive, irreversible treatments with potential risks for complications seem difficult to justify in these patients."
